Name,Icon Image Link,Type,Display Name,2023 NH,2023 SH,2024 NH,2024 SH,Sort Date,Date Varies by Year,Start Time,End Time,Next Day Overlap,Version Added,Version Last Updated,Internal Label,Unique Entry ID,2025 NH,2025 SH,2026 NH,2026 SH,2027 NH,2027 SH,2028 NH,2028 SH,2029 NH,2029 SH,2030 NH,2030 SH,2031 NH,2031 SH,2032 NH,2032 SH,2033 NH,2033 SH,2034 NH,2034 SH,2035 NH,2035 SH,2036 NH,2036 SH,2037 NH,2037 SH,2038 NH,2038 SH,2039 NH,2039 SH,2040 NH,2040 SH,2041 NH,2041 SH,2042 NH,2042 SH,2043 NH,2043 SH,2044 NH,2044 SH,2045 NH,2045 SH,2046 NH,2046 SH,2047 NH,2047 SH,2048 NH,2048 SH,2049 NH,2049 SH,2050 NH,2050 SH,2051 NH,2051 SH,2052 NH,2052 SH,2053 NH,2053 SH,2054 NH,2054 SH,2055 NH,2055 SH,2056 NH,2056 SH,2057 NH,2057 SH,2058 NH,2058 SH,2059 NH,2059 SH,2060 NH,2060 SH
Bunny Day (days before),https://acnhcdn.com/latest/NpcIcon/pyn.png,Special event,Bunny Day,Apr 2 - Apr 8,Apr 2 - Apr 8,Mar 24 - Mar 30,Mar 24 - Mar 30,Mar 16,Yes,5:00 AM,5:00 AM,Yes,1.1.0,1.9.0,Easter,4ku2HWxsXtYsHZPnA,Apr 13 - Apr 19,Apr 13 - Apr 19,Mar 29 - Apr 4,Mar 29 - Apr 4,Mar 21 - Mar 27,Mar 21 - Mar 27,Apr 9 - Apr 15,Apr 9 - Apr 15,Mar 25 - Mar 31,Mar 25 - Mar 31,Apr 14 - Apr 20,Apr 14 - Apr 20,Apr 6 - Apr 12,Apr 6 - Apr 12,Mar 21 - Mar 27,Mar 21 - Mar 27,Apr 10 - Apr 16,Apr 10 - Apr 16,Apr 2 - Apr 8,Apr 2 - Apr 8,Mar 18 - Mar 24,Mar 18 - Mar 24,Apr 6 - Apr 12,Apr 6 - Apr 12,Mar 29 - Apr 4,Mar 29 - Apr 4,Apr 18 - Apr 24,Apr 18 - Apr 24,Apr 3 - Apr 9,Apr 3 - Apr 9,Mar 25 - Mar 31,Mar 25 - Mar 31,Apr 14 - Apr 20,Apr 14 - Apr 20,Mar 30 - Apr 5,Mar 30 - Apr 5,Mar 22 - Mar 28,Mar 22 - Mar 28,Apr 10 - Apr 16,Apr 10 - Apr 16,Apr 2 - Apr 8,Apr 2 - Apr 8,Mar 18 - Mar 24,Mar 18 - Mar 24,Apr 7 - Apr 13,Apr 7 - Apr 13,Mar 29 - Apr 4,Mar 29 - Apr 4,Apr 11 - Apr 17,Apr 11 - Apr 17,Apr 3 - Apr 9,Apr 3 - Apr 9,Mar 26 - Apr 1,Mar 26 - Apr 1,Apr 14 - Apr 20,Apr 14 - Apr 20,Mar 30 - Apr 5,Mar 30 - Apr 5,Mar 22 - Mar 28,Mar 22 - Mar 28,Apr 11 - Apr 17,Apr 11 - Apr 17,Mar 26 - Apr 1,Mar 26 - Apr 1,Apr 15 - Apr 21,Apr 15 - Apr 21,Apr 7 - Apr 13,Apr 7 - Apr 13,Mar 23 - Mar 29,Mar 23 - Mar 29,Apr 11 - Apr 17,Apr 11 - Apr 17
Bunny Day,https://acnhcdn.com/latest/NpcIcon/pyn.png,Special event,Bunny Day,Apr 9,Apr 9,Mar 31,Mar 31,Mar 16,Yes,5:00 AM,5:00 AM,Yes,1.1.0,1.9.0,Easter,mN6SNYaRhEqushr8n,Apr 20,Apr 20,Apr 5,Apr 5,Mar 28,Mar 28,Apr 16,Apr 16,Apr 1,Apr 1,Apr 21,Apr 21,Apr 13,Apr 13,Mar 28,Mar 28,Apr 17,Apr 17,Apr 9,Apr 9,Mar 25,Mar 25,Apr 13,Apr 13,Apr 5,Apr 5,Apr 25,Apr 25,Apr 10,Apr 10,Apr 1,Apr 1,Apr 21,Apr 21,Apr 6,Apr 6,Mar 29,Mar 29,Apr 17,Apr 17,Apr 9,Apr 9,Mar 25,Mar 25,Apr 14,Apr 14,Apr 5,Apr 5,Apr 18,Apr 18,Apr 10,Apr 10,Apr 2,Apr 2,Apr 21,Apr 21,Apr 6,Apr 6,Mar 29,Mar 29,Apr 18,Apr 18,Apr 2,Apr 2,Apr 22,Apr 22,Apr 14,Apr 14,Mar 30,Mar 30,Apr 18,Apr 18
May Day,https://acnhcdn.com/latest/NpcIcon/xct.png,Special event,May Day,Apr 29 - May 7,Apr 29 - May 7,Apr 29 - May 7,Apr 29 - May 7,Apr 29,No,5:00 AM,5:00 AM,Yes,1.2.0,1.10.0,MayDay,cRAsXSu4L5HHoScER,Apr 29 - May 7,Apr 29 - May 7,Apr 29 - May 7,Apr 29 - May 7,Apr 29 - May 7,Apr 29 - May 7,Apr 29 - May 7,Apr 29 - May 7,Apr 29 - May 7,Apr 29 - May 7,Apr 29 - May 7,Apr 29 - May 7,Apr 29 - May 7,Apr 29 - May 7,Apr 29 - May 7,Apr 29 - May 7,Apr 29 - May 7,Apr 29 - May 7,Apr 29 - May 7,Apr 29 - May 7,Apr 29 - May 7,Apr 29 - May 7,Apr 29 - May 7,Apr 29 - May 7,Apr 29 - May 7,Apr 29 - May 7,Apr 29 - May 7,Apr 29 - May 7,Apr 29 - May 7,Apr 29 - May 7,Apr 29 - May 7,Apr 29 - May 7,Apr 29 - May 7,Apr 29 - May 7,Apr 29 - May 7,Apr 29 - May 7,Apr 29 - May 7,Apr 29 - May 7,Apr 29 - May 7,Apr 29 - May 7,Apr 29 - May 7,Apr 29 - May 7,Apr 29 - May 7,Apr 29 - May 7,Apr 29 - May 7,Apr 29 - May 7,Apr 29 - May 7,Apr 29 - May 7,Apr 29 - May 7,Apr 29 - May 7,Apr 29 - May 7,Apr 29 - May 7,Apr 29 - May 7,Apr 29 - May 7,Apr 29 - May 7,Apr 29 - May 7,Apr 29 - May 7,Apr 29 - May 7,Apr 29 - May 7,Apr 29 - May 7,Apr 29 - May 7,Apr 29 - May 7,Apr 29 - May 7,Apr 29 - May 7,Apr 29 - May 7,Apr 29 - May 7,Apr 29 - May 7,Apr 29 - May 7,Apr 29 - May 7,Apr 29 - May 7,Apr 29 - May 7,Apr 29 - May 7
International Museum Day,https://acnhcdn.com/latest/NpcIcon/owl.png,Special event,International Museum Day,May 18 - May 31,May 18 - May 31,May 18 - May 31,May 18 - May 31,May 18,No,5:00 AM,5:00 AM,Yes,1.2.0,1.10.0,InternationalMuseum,Dk8YdEvdKBNihCDFM,May 18 - May 31,May 18 - May 31,May 18 - May 31,May 18 - May 31,May 18 - May 31,May 18 - May 31,May 18 - May 31,May 18 - May 31,May 18 - May 31,May 18 - May 31,May 18 - May 31,May 18 - May 31,May 18 - May 31,May 18 - May 31,May 18 - May 31,May 18 - May 31,May 18 - May 31,May 18 - May 31,May 18 - May 31,May 18 - May 31,May 18 - May 31,May 18 - May 31,May 18 - May 31,May 18 - May 31,May 18 - May 31,May 18 - May 31,May 18 - May 31,May 18 - May 31,May 18 - May 31,May 18 - May 31,May 18 - May 31,May 18 - May 31,May 18 - May 31,May 18 - May 31,May 18 - May 31,May 18 - May 31,May 18 - May 31,May 18 - May 31,May 18 - May 31,May 18 - May 31,May 18 - May 31,May 18 - May 31,May 18 - May 31,May 18 - May 31,May 18 - May 31,May 18 - May 31,May 18 - May 31,May 18 - May 31,May 18 - May 31,May 18 - May 31,May 18 - May 31,May 18 - May 31,May 18 - May 31,May 18 - May 31,May 18 - May 31,May 18 - May 31,May 18 - May 31,May 18 - May 31,May 18 - May 31,May 18 - May 31,May 18 - May 31,May 18 - May 31,May 18 - May 31,May 18 - May 31,May 18 - May 31,May 18 - May 31,May 18 - May 31,May 18 - May 31,May 18 - May 31,May 18 - May 31,May 18 - May 31,May 18 - May 31
Wedding Season,https://acnhcdn.com/latest/NpcIcon/spn.png,Special event,Wedding Season,Jun 1 - Jun 30,Jun 1 - Jun 30,Jun 1 - Jun 30,Jun 1 - Jun 30,Jun 1,No,5:00 AM,5:00 AM,Yes,1.2.0,1.10.0,JuneBride,67TSSQDefBj5N8gp8,Jun 1 - Jun 30,Jun 1 - Jun 30,Jun 1 - Jun 30,Jun 1 - Jun 30,Jun 1 - Jun 30,Jun 1 - Jun 30,Jun 1 - Jun 30,Jun 1 - Jun 30,Jun 1 - Jun 30,Jun 1 - Jun 30,Jun 1 - Jun 30,Jun 1 - Jun 30,Jun 1 - Jun 30,Jun 1 - Jun 30,Jun 1 - Jun 30,Jun 1 - Jun 30,Jun 1 - Jun 30,Jun 1 - Jun 30,Jun 1 - Jun 30,Jun 1 - Jun 30,Jun 1 - Jun 30,Jun 1 - Jun 30,Jun 1 - Jun 30,Jun 1 - Jun 30,Jun 1 - Jun 30,Jun 1 - Jun 30,Jun 1 - Jun 30,Jun 1 - Jun 30,Jun 1 - Jun 30,Jun 1 - Jun 30,Jun 1 - Jun 30,Jun 1 - Jun 30,Jun 1 - Jun 30,Jun 1 - Jun 30,Jun 1 - Jun 30,Jun 1 - Jun 30,Jun 1 - Jun 30,Jun 1 - Jun 30,Jun 1 - Jun 30,Jun 1 - Jun 30,Jun 1 - Jun 30,Jun 1 - Jun 30,Jun 1 - Jun 30,Jun 1 - Jun 30,Jun 1 - Jun 30,Jun 1 - Jun 30,Jun 1 - Jun 30,Jun 1 - Jun 30,Jun 1 - Jun 30,Jun 1 - Jun 30,Jun 1 - Jun 30,Jun 1 - Jun 30,Jun 1 - Jun 30,Jun 1 - Jun 30,Jun 1 - Jun 30,Jun 1 - Jun 30,Jun 1 - Jun 30,Jun 1 - Jun 30,Jun 1 - Jun 30,Jun 1 - Jun 30,Jun 1 - Jun 30,Jun 1 - Jun 30,Jun 1 - Jun 30,Jun 1 - Jun 30,Jun 1 - Jun 30,Jun 1 - Jun 30,Jun 1 - Jun 30,Jun 1 - Jun 30,Jun 1 - Jun 30,Jun 1 - Jun 30,Jun 1 - Jun 30,Jun 1 - Jun 30
Fireworks Show (1),https://acnhcdn.com/latest/FtrIcon/ToolFireworks.png,Special event,Fireworks Show,Aug 6,Aug 6,Aug 4,Aug 4,Aug 1,Yes,7:00 PM,12:00 AM,No,1.4.0,1.11.0,Fireworks1,h6b7G8S5L36zMPLFg,Aug 3,Aug 3,Aug 2,Aug 2,Aug 1,Aug 1,Aug 6,Aug 6,Aug 5,Aug 5,Aug 4,Aug 4,Aug 3,Aug 3,Aug 1,Aug 1,Aug 7,Aug 7,Aug 6,Aug 6,Aug 5,Aug 5,Aug 3,Aug 3,Aug 2,Aug 2,Aug 1,Aug 1,Aug 7,Aug 7,Aug 5,Aug 5,Aug 4,Aug 4,Aug 3,Aug 3,Aug 2,Aug 2,Aug 7,Aug 7,Aug 6,Aug 6,Aug 5,Aug 5,Aug 4,Aug 4,Aug 2,Aug 2,Aug 1,Aug 1,Aug 7,Aug 7,Aug 6,Aug 6,Aug 4,Aug 4,Aug 3,Aug 3,Aug 2,Aug 2,Aug 1,Aug 1,Aug 6,Aug 6,Aug 5,Aug 5,Aug 4,Aug 4,Aug 3,Aug 3,Aug 1,Aug 1
Fireworks Show (2),https://acnhcdn.com/latest/FtrIcon/ToolFireworks.png,Special event,Fireworks Show,Aug 13,Aug 13,Aug 11,Aug 11,Aug 8,Yes,7:00 PM,12:00 AM,No,1.4.0,1.11.0,Fireworks2,ErGCcXzFdoz2eR76F,Aug 10,Aug 10,Aug 9,Aug 9,Aug 8,Aug 8,Aug 13,Aug 13,Aug 12,Aug 12,Aug 11,Aug 11,Aug 10,Aug 10,Aug 8,Aug 8,Aug 14,Aug 14,Aug 13,Aug 13,Aug 12,Aug 12,Aug 10,Aug 10,Aug 9,Aug 9,Aug 8,Aug 8,Aug 14,Aug 14,Aug 12,Aug 12,Aug 11,Aug 11,Aug 10,Aug 10,Aug 9,Aug 9,Aug 14,Aug 14,Aug 13,Aug 13,Aug 12,Aug 12,Aug 11,Aug 11,Aug 9,Aug 9,Aug 8,Aug 8,Aug 14,Aug 14,Aug 13,Aug 13,Aug 11,Aug 11,Aug 10,Aug 10,Aug 9,Aug 9,Aug 8,Aug 8,Aug 13,Aug 13,Aug 12,Aug 12,Aug 11,Aug 11,Aug 10,Aug 10,Aug 8,Aug 8
Fireworks Show (3),https://acnhcdn.com/latest/FtrIcon/ToolFireworks.png,Special event,Fireworks Show,Aug 20,Aug 20,Aug 18,Aug 18,Aug 15,Yes,7:00 PM,12:00 AM,No,1.4.0,1.11.0,Fireworks3,8MQggqM3PscafBPZG,Aug 17,Aug 17,Aug 16,Aug 16,Aug 15,Aug 15,Aug 20,Aug 20,Aug 19,Aug 19,Aug 18,Aug 18,Aug 17,Aug 17,Aug 15,Aug 15,Aug 21,Aug 21,Aug 20,Aug 20,Aug 19,Aug 19,Aug 17,Aug 17,Aug 16,Aug 16,Aug 15,Aug 15,Aug 21,Aug 21,Aug 19,Aug 19,Aug 18,Aug 18,Aug 17,Aug 17,Aug 16,Aug 16,Aug 21,Aug 21,Aug 20,Aug 20,Aug 19,Aug 19,Aug 18,Aug 18,Aug 16,Aug 16,Aug 15,Aug 15,Aug 21,Aug 21,Aug 20,Aug 20,Aug 18,Aug 18,Aug 17,Aug 17,Aug 16,Aug 16,Aug 15,Aug 15,Aug 20,Aug 20,Aug 19,Aug 19,Aug 18,Aug 18,Aug 17,Aug 17,Aug 15,Aug 15
Fireworks Show (4),https://acnhcdn.com/latest/FtrIcon/ToolFireworks.png,Special event,Fireworks Show,Aug 27,Aug 27,Aug 25,Aug 25,Aug 22,Yes,7:00 PM,12:00 AM,No,1.4.0,1.11.0,Fireworks4,fDY7aQYWXEPLiqmre,Aug 24,Aug 24,Aug 23,Aug 23,Aug 22,Aug 22,Aug 27,Aug 27,Aug 26,Aug 26,Aug 25,Aug 25,Aug 24,Aug 24,Aug 22,Aug 22,Aug 28,Aug 28,Aug 27,Aug 27,Aug 26,Aug 26,Aug 24,Aug 24,Aug 23,Aug 23,Aug 22,Aug 22,Aug 28,Aug 28,Aug 26,Aug 26,Aug 25,Aug 25,Aug 24,Aug 24,Aug 23,Aug 23,Aug 28,Aug 28,Aug 27,Aug 27,Aug 26,Aug 26,Aug 25,Aug 25,Aug 23,Aug 23,Aug 22,Aug 22,Aug 28,Aug 28,Aug 27,Aug 27,Aug 25,Aug 25,Aug 24,Aug 24,Aug 23,Aug 23,Aug 22,Aug 22,Aug 27,Aug 27,Aug 26,Aug 26,Aug 25,Aug 25,Aug 24,Aug 24,Aug 22,Aug 22
Fireworks Show (5),https://acnhcdn.com/latest/FtrIcon/ToolFireworks.png,Special event,Fireworks Show,NA,NA,NA,NA,Aug 29,Yes,7:00 PM,12:00 AM,No,1.4.0,1.11.0,Fireworks5,5q8inahMAJHvuxw3x,Aug 31,Aug 31,Aug 30,Aug 30,Aug 29,Aug 29,NA,NA,NA,NA,NA,NA,Aug 31,Aug 31,Aug 29,Aug 29,NA,NA,NA,NA,NA,NA,Aug 31,Aug 31,Aug 30,Aug 30,Aug 29,Aug 29,NA,NA,NA,NA,NA,NA,Aug 31,Aug 31,Aug 30,Aug 30,NA,NA,NA,NA,NA,NA,NA,NA,Aug 30,Aug 30,Aug 29,Aug 29,NA,NA,NA,NA,NA,NA,Aug 31,Aug 31,Aug 30,Aug 30,Aug 29,Aug 29,NA,NA,NA,NA,NA,NA,Aug 31,Aug 31,Aug 29,Aug 29
Halloween (days before),https://acnhcdn.com/latest/NpcIcon/pkn.png,Special event,Halloween,Oct 1 - Oct 30,Oct 1 - Oct 30,Oct 1 - Oct 30,Oct 1 - Oct 30,Oct 1,No,5:00 AM,5:00 PM,Yes,1.5.0,1.11.0,Halloween,CkhTdh8xBcjRPmCCM,Oct 1 - Oct 30,Oct 1 - Oct 30,Oct 1 - Oct 30,Oct 1 - Oct 30,Oct 1 - Oct 30,Oct 1 - Oct 30,Oct 1 - Oct 30,Oct 1 - Oct 30,Oct 1 - Oct 30,Oct 1 - Oct 30,Oct 1 - Oct 30,Oct 1 - Oct 30,Oct 1 - Oct 30,Oct 1 - Oct 30,Oct 1 - Oct 30,Oct 1 - Oct 30,Oct 1 - Oct 30,Oct 1 - Oct 30,Oct 1 - Oct 30,Oct 1 - Oct 30,Oct 1 - Oct 30,Oct 1 - Oct 30,Oct 1 - Oct 30,Oct 1 - Oct 30,Oct 1 - Oct 30,Oct 1 - Oct 30,Oct 1 - Oct 30,Oct 1 - Oct 30,Oct 1 - Oct 30,Oct 1 - Oct 30,Oct 1 - Oct 30,Oct 1 - Oct 30,Oct 1 - Oct 30,Oct 1 - Oct 30,Oct 1 - Oct 30,Oct 1 - Oct 30,Oct 1 - Oct 30,Oct 1 - Oct 30,Oct 1 - Oct 30,Oct 1 - Oct 30,Oct 1 - Oct 30,Oct 1 - Oct 30,Oct 1 - Oct 30,Oct 1 - Oct 30,Oct 1 - Oct 30,Oct 1 - Oct 30,Oct 1 - Oct 30,Oct 1 - Oct 30,Oct 1 - Oct 30,Oct 1 - Oct 30,Oct 1 - Oct 30,Oct 1 - Oct 30,Oct 1 - Oct 30,Oct 1 - Oct 30,Oct 1 - Oct 30,Oct 1 - Oct 30,Oct 1 - Oct 30,Oct 1 - Oct 30,Oct 1 - Oct 30,Oct 1 - Oct 30,Oct 1 - Oct 30,Oct 1 - Oct 30,Oct 1 - Oct 30,Oct 1 - Oct 30,Oct 1 - Oct 30,Oct 1 - Oct 30,Oct 1 - Oct 30,Oct 1 - Oct 30,Oct 1 - Oct 30,Oct 1 - Oct 30,Oct 1 - Oct 30,Oct 1 - Oct 30
Halloween,https://acnhcdn.com/latest/NpcIcon/pkn.png,Special event,Halloween,Oct 31,Oct 31,Oct 31,Oct 31,Oct 1,No,5:00 PM,12:00 AM,No,1.5.0,1.11.0,Halloween,ZYoPaw7SennvjdMqj,Oct 31,Oct 31,Oct 31,Oct 31,Oct 31,Oct 31,Oct 31,Oct 31,Oct 31,Oct 31,Oct 31,Oct 31,Oct 31,Oct 31,Oct 31,Oct 31,Oct 31,Oct 31,Oct 31,Oct 31,Oct 31,Oct 31,Oct 31,Oct 31,Oct 31,Oct 31,Oct 31,Oct 31,Oct 31,Oct 31,Oct 31,Oct 31,Oct 31,Oct 31,Oct 31,Oct 31,Oct 31,Oct 31,Oct 31,Oct 31,Oct 31,Oct 31,Oct 31,Oct 31,Oct 31,Oct 31,Oct 31,Oct 31,Oct 31,Oct 31,Oct 31,Oct 31,Oct 31,Oct 31,Oct 31,Oct 31,Oct 31,Oct 31,Oct 31,Oct 31,Oct 31,Oct 31,Oct 31,Oct 31,Oct 31,Oct 31,Oct 31,Oct 31,Oct 31,Oct 31,Oct 31,Oct 31
Turkey Day,https://acnhcdn.com/latest/NpcIcon/tuk.png,Special event,Turkey Day,Nov 23,Nov 23,Nov 28,Nov 28,Nov 22,Yes,9:00 AM,12:00 AM,No,1.6.0,1.6.0,HarvestFestival,n3cSGsDLnJJqLC76K,Nov 27,Nov 27,Nov 26,Nov 26,Nov 25,Nov 25,Nov 23,Nov 23,Nov 22,Nov 22,Nov 28,Nov 28,Nov 27,Nov 27,Nov 25,Nov 25,Nov 24,Nov 24,Nov 23,Nov 23,Nov 22,Nov 22,Nov 27,Nov 27,Nov 26,Nov 26,Nov 25,Nov 25,Nov 24,Nov 24,Nov 22,Nov 22,Nov 28,Nov 28,Nov 27,Nov 27,Nov 26,Nov 26,Nov 24,Nov 24,Nov 23,Nov 23,Nov 22,Nov 22,Nov 28,Nov 28,Nov 26,Nov 26,Nov 25,Nov 25,Nov 24,Nov 24,Nov 23,Nov 23,Nov 28,Nov 28,Nov 27,Nov 27,Nov 26,Nov 26,Nov 25,Nov 25,Nov 23,Nov 23,Nov 22,Nov 22,Nov 28,Nov 28,Nov 27,Nov 27,Nov 25,Nov 25
Turkey Day (days after),https://acnhcdn.com/latest/NpcIcon/tuk.png,Special event,Turkey Day,Nov 24 - Nov 30,Nov 24 - Nov 30,Nov 29 - Nov 30,Nov 29 - Nov 30,Nov 22,Yes,12:00 AM,5:00 AM,Yes,1.6.0,1.6.0,HarvestAfterTerm,LWQHvmgWcWpx6EBfn,Nov 28 - Nov 30,Nov 28 - Nov 30,Nov 27 - Nov 30,Nov 27 - Nov 30,Nov 26 - Nov 30,Nov 26 - Nov 30,Nov 24 - Nov 30,Nov 24 - Nov 30,Nov 23 - Nov 30,Nov 23 - Nov 30,Nov 29 - Nov 30,Nov 29 - Nov 30,Nov 28 - Nov 30,Nov 28 - Nov 30,Nov 26 - Nov 30,Nov 26 - Nov 30,Nov 25 - Nov 30,Nov 25 - Nov 30,Nov 24 - Nov 30,Nov 24 - Nov 30,Nov 23 - Nov 30,Nov 23 - Nov 30,Nov 28 - Nov 30,Nov 28 - Nov 30,Nov 27 - Nov 30,Nov 27 - Nov 30,Nov 26 - Nov 30,Nov 26 - Nov 30,Nov 25 - Nov 30,Nov 25 - Nov 30,Nov 23 - Nov 30,Nov 23 - Nov 30,Nov 29 - Nov 30,Nov 29 - Nov 30,Nov 28 - Nov 30,Nov 28 - Nov 30,Nov 27 - Nov 30,Nov 27 - Nov 30,Nov 25 - Nov 30,Nov 25 - Nov 30,Nov 24 - Nov 30,Nov 24 - Nov 30,Nov 23 - Nov 30,Nov 23 - Nov 30,Nov 29 - Nov 30,Nov 29 - Nov 30,Nov 27 - Nov 30,Nov 27 - Nov 30,Nov 26 - Nov 30,Nov 26 - Nov 30,Nov 25 - Nov 30,Nov 25 - Nov 30,Nov 24 - Nov 30,Nov 24 - Nov 30,Nov 29 - Nov 30,Nov 29 - Nov 30,Nov 28 - Nov 30,Nov 28 - Nov 30,Nov 27 - Nov 30,Nov 27 - Nov 30,Nov 26 - Nov 30,Nov 26 - Nov 30,Nov 24 - Nov 30,Nov 24 - Nov 30,Nov 23 - Nov 30,Nov 23 - Nov 30,Nov 29 - Nov 30,Nov 29 - Nov 30,Nov 28 - Nov 30,Nov 28 - Nov 30,Nov 26 - Nov 30,Nov 26 - Nov 30
Nook Friday,https://acnhcdn.com/latest/NpcIcon/rco.png,Special event,Nook Friday,Nov 24 - Nov 30,Nov 24 - Nov 30,Nov 22 - Nov 30,Nov 22 - Nov 30,Nov 23,Yes,5:00 AM,5:00 AM,Yes,2.0.0,2.0.0,BlackFriday,dHGH2naRLRkyjpBAE,Nov 28 - Nov 30,Nov 28 - Nov 30,Nov 27 - Nov 30,Nov 27 - Nov 30,Nov 26 - Nov 30,Nov 26 - Nov 30,Nov 24 - Nov 30,Nov 24 - Nov 30,Nov 23 - Nov 30,Nov 23 - Nov 30,Nov 22 - Nov 30,Nov 22 - Nov 30,Nov 28 - Nov 30,Nov 28 - Nov 30,Nov 26 - Nov 30,Nov 26 - Nov 30,Nov 25 - Nov 30,Nov 25 - Nov 30,Nov 24 - Nov 30,Nov 24 - Nov 30,Nov 23 - Nov 30,Nov 23 - Nov 30,Nov 28 - Nov 30,Nov 28 - Nov 30,Nov 27 - Nov 30,Nov 27 - Nov 30,Nov 26 - Nov 30,Nov 26 - Nov 30,Nov 25 - Nov 30,Nov 25 - Nov 30,Nov 23 - Nov 30,Nov 23 - Nov 30,Nov 22 - Nov 30,Nov 22 - Nov 30,Nov 28 - Nov 30,Nov 28 - Nov 30,Nov 27 - Nov 30,Nov 27 - Nov 30,Nov 25 - Nov 30,Nov 25 - Nov 30,Nov 24 - Nov 30,Nov 24 - Nov 30,Nov 23 - Nov 30,Nov 23 - Nov 30,Nov 22 - Nov 30,Nov 22 - Nov 30,Nov 27 - Nov 30,Nov 27 - Nov 30,Nov 26 - Nov 30,Nov 26 - Nov 30,Nov 25 - Nov 30,Nov 25 - Nov 30,Nov 24 - Nov 30,Nov 24 - Nov 30,Nov 22 - Nov 30,Nov 22 - Nov 30,Nov 28 - Nov 30,Nov 28 - Nov 30,Nov 27 - Nov 30,Nov 27 - Nov 30,Nov 26 - Nov 30,Nov 26 - Nov 30,Nov 24 - Nov 30,Nov 24 - Nov 30,Nov 23 - Nov 30,Nov 23 - Nov 30,Nov 22 - Nov 30,Nov 22 - Nov 30,Nov 28 - Nov 30,Nov 28 - Nov 30,Nov 26 - Nov 30,Nov 26 - Nov 30
Toy Day (weeks before),https://acnhcdn.com/latest/NpcIcon/rei.png,Special event,Toy Day,Dec 1 - Dec 14,Dec 1 - Dec 14,Dec 1 - Dec 14,Dec 1 - Dec 14,Dec 1,No,5:00 AM,5:00 AM,Yes,1.6.0,1.6.0,XmasReady1,WwqGv6zGXSbpdW7B2,Dec 1 - Dec 14,Dec 1 - Dec 14,Dec 1 - Dec 14,Dec 1 - Dec 14,Dec 1 - Dec 14,Dec 1 - Dec 14,Dec 1 - Dec 14,Dec 1 - Dec 14,Dec 1 - Dec 14,Dec 1 - Dec 14,Dec 1 - Dec 14,Dec 1 - Dec 14,Dec 1 - Dec 14,Dec 1 - Dec 14,Dec 1 - Dec 14,Dec 1 - Dec 14,Dec 1 - Dec 14,Dec 1 - Dec 14,Dec 1 - Dec 14,Dec 1 - Dec 14,Dec 1 - Dec 14,Dec 1 - Dec 14,Dec 1 - Dec 14,Dec 1 - Dec 14,Dec 1 - Dec 14,Dec 1 - Dec 14,Dec 1 - Dec 14,Dec 1 - Dec 14,Dec 1 - Dec 14,Dec 1 - Dec 14,Dec 1 - Dec 14,Dec 1 - Dec 14,Dec 1 - Dec 14,Dec 1 - Dec 14,Dec 1 - Dec 14,Dec 1 - Dec 14,Dec 1 - Dec 14,Dec 1 - Dec 14,Dec 1 - Dec 14,Dec 1 - Dec 14,Dec 1 - Dec 14,Dec 1 - Dec 14,Dec 1 - Dec 14,Dec 1 - Dec 14,Dec 1 - Dec 14,Dec 1 - Dec 14,Dec 1 - Dec 14,Dec 1 - Dec 14,Dec 1 - Dec 14,Dec 1 - Dec 14,Dec 1 - Dec 14,Dec 1 - Dec 14,Dec 1 - Dec 14,Dec 1 - Dec 14,Dec 1 - Dec 14,Dec 1 - Dec 14,Dec 1 - Dec 14,Dec 1 - Dec 14,Dec 1 - Dec 14,Dec 1 - Dec 14,Dec 1 - Dec 14,Dec 1 - Dec 14,Dec 1 - Dec 14,Dec 1 - Dec 14,Dec 1 - Dec 14,Dec 1 - Dec 14,Dec 1 - Dec 14,Dec 1 - Dec 14,Dec 1 - Dec 14,Dec 1 - Dec 14,Dec 1 - Dec 14,Dec 1 - Dec 14
